0.000000000000000000e+00,3.089214324951171875e+00,1.533686399459838867e+00,1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.225540876388549805e+00,0.000000000000000000e+00,2.225540876388549805e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.766383171081542969e+00,-1.421796530485153198e-01,1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.225524425506591797e+00,0.000000000000000000e+00,2.225524425506591797e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.585136413574218750e+00,-1.421446055173873901e-01,1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.225539445877075195e+00,0.000000000000000000e+00,2.225539445877075195e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.451225042343139648e+00,5.548519492149353027e-01,1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.225537061691284180e+00,0.000000000000000000e+00,2.225537061691284180e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.081901669502258301e+00,-1.455839127302169800e-01,1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.225363016128540039e+00,0.000000000000000000e+00,2.225363016128540039e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.190073490142822266e+00,-6.706249117851257324e-01,1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.224415302276611328e+00,0.000000000000000000e+00,2.224415302276611328e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.545668184757232666e-01,7.428712248802185059e-01,1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.015805006027221680e+00,0.000000000000000000e+00,2.015805006027221680e+00,0.000000000000000000e+00
0.000000000000000000e+00,-2.928943395614624023e+00,1.525188237428665161e-01,1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.188386440277099609e+00,0.000000000000000000e+00,1.188386440277099609e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.661848664283752441e+00,-7.746588587760925293e-01,1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.225539922714233398e+00,0.000000000000000000e+00,2.225539922714233398e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.080657124519348145e+00,1.060684680938720703e+00,1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.225531101226806641e+00,0.000000000000000000e+00,2.225531101226806641e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.536065578460693359e+00,6.745620071887969971e-02,1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.225539445877075195e+00,0.000000000000000000e+00,2.225539445877075195e+00,0.000000000000000000e+00
0.000000000000000000e+00,-2.049146652221679688e+00,-6.718434691429138184e-01,1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.225389719009399414e+00,0.000000000000000000e+00,2.225389719009399414e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.570137500762939453e+00,4.455713927745819092e-01,1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.225534200668334961e+00,0.000000000000000000e+00,2.225534200668334961e+00,0.000000000000000000e+00
0.000000000000000000e+00,-2.915290355682373047e+00,4.530032575130462646e-01,1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.429219961166381836e+00,0.000000000000000000e+00,1.429219961166381836e+00,0.000000000000000000e+00
