7.583036422729492188e-01,8.176571130752563477e-01,-4.537359252572059631e-02,-5.577520350925624371e-04,1.391352154314517975e-03,1.208705129101872444e-03
7.570577859878540039e-01,8.094129562377929688e-01,-1.143207103013992310e-01,-3.978532040491700172e-04,1.216453150846064091e-03,1.102406531572341919e-03
7.520601153373718262e-01,8.001098632812500000e-01,-1.828289479017257690e-01,-2.146369079127907753e-04,8.516044472344219685e-04,7.899674237705767155e-04
7.433266043663024902e-01,7.898558378219604492e-01,-2.506252825260162354e-01,-1.750833471305668354e-04,5.319428746588528156e-04,1.271990186069160700e-04
7.308934926986694336e-01,7.787657976150512695e-01,-3.174410462379455566e-01,-3.711454628501087427e-04,3.905641206074506044e-04,-8.223134209401905537e-04
7.148172855377197266e-01,7.669613361358642578e-01,-3.830130398273468018e-01,-7.487128605134785175e-04,4.198701644781976938e-04,-1.771398470737040043e-03
6.951742172241210938e-01,7.545713782310485840e-01,-4.470851421356201172e-01,-1.115786959417164326e-03,5.147941410541534424e-04,-2.339955419301986694e-03
6.720595955848693848e-01,7.417324185371398926e-01,-5.094103813171386719e-01,-1.237156568095088005e-03,5.638056900352239609e-04,-2.254853723570704460e-03
6.455867886543273926e-01,7.285902500152587891e-01,-5.697511434555053711e-01,-9.660922223702073097e-04,5.315906018950045109e-04,-1.499646692536771297e-03
6.158865094184875488e-01,7.153015732765197754e-01,-6.278811693191528320e-01,-3.345512377563863993e-04,4.858272150158882141e-04,-3.278669319115579128e-04
5.831057429313659668e-01,7.020377516746520996e-01,-6.835856437683105469e-01,4.556152562145143747e-04,5.534036317840218544e-04,8.624272304587066174e-04
5.474066138267517090e-01,6.889904737472534180e-01,-7.366619706153869629e-01,1.137920306064188480e-03,8.315025479532778263e-04,1.715513761155307293e-03
5.089651346206665039e-01,6.763809919357299805e-01,-7.869203090667724609e-01,1.519927871413528919e-03,1.305588521063327789e-03,2.061512786895036697e-03
4.679705798625946045e-01,6.644757390022277832e-01,-8.341823816299438477e-01,1.571313710883259773e-03,1.825375366024672985e-03,1.948107965290546417e-03
4.246233701705932617e-01,6.536132693290710449e-01,-8.782812356948852539e-01,1.409901655279099941e-03,2.160371048375964165e-03,1.563116675242781639e-03
3.791349530220031738e-01,6.442529559135437012e-01,-9.190575480461120605e-01,1.198975834995508194e-03,2.112491521984338760e-03,1.109623350203037262e-03
3.317259252071380615e-01,-6.408707499504089355e-01,-9.563551545143127441e-01,1.022972166538238525e-03,1.627119258046150208e-03,7.094961474649608135e-04
2.826250195503234863e-01,-6.448205709457397461e-01,-9.900086522102355957e-01,8.095230441540479660e-04,8.369347779080271721e-04,3.795033844653517008e-04
2.320682555437088013e-01,-6.436811685562133789e-01,-1.019817352294921875e+00,2.386640553595498204e-04,6.897308048792183399e-05,7.397921581286936998e-05
1.802980303764343262e-01,-6.339097619056701660e-01,-1.045479416847229004e+00,-8.839231450110673904e-04,3.204829990863800049e-04,-2.466857549734413624e-04
1.275617182254791260e-01,-6.081704497337341309e-01,-1.066409945487976074e+00,-1.749158487655222416e-03,1.297902548685669899e-03,-5.608494393527507782e-04
7.411100715398788452e-02,-5.520184636116027832e-01,-1.081231594085693359e+00,-2.224917523562908173e-03,2.905411878600716591e-03,-7.397412555292248726e-04
2.020086348056793213e-02,-4.546074867248535156e-01,-1.086980700492858887e+00,-1.721599721349775791e-03,4.218477755784988403e-03,-5.116148968227207661e-04
-3.391143307089805603e-02,-3.560493290424346924e-01,-1.081316590309143066e+00,-1.575388596393167973e-03,3.222952131181955338e-03,1.041782743413932621e-04
-8.796708285808563232e-02,-2.968955338001251221e-01,-1.066549897193908691e+00,-1.887449645437300205e-03,1.624358934350311756e-03,6.051041418686509132e-04
-1.417067497968673706e-01,-2.665225863456726074e-01,-1.045654535293579102e+00,-1.536173163913190365e-03,1.766740897437557578e-04,7.515776669606566429e-04
-1.948713958263397217e-01,-2.504577934741973877e-01,-1.020017147064208984e+00,-4.826698859687894583e-04,-1.058449037373065948e-03,4.708518681582063437e-04
-2.472035139799118042e-01,-2.413650155067443848e-01,-9.902250766754150391e-01,9.100641473196446896e-04,-1.809933106414973736e-03,-2.276133745908737183e-04
-2.984477281570434570e-01,-2.357378304004669189e-01,-9.565808773040771484e-01,2.205094555392861366e-03,-1.822347403503954411e-03,-1.210745424032211304e-03
-3.483523726463317871e-01,-2.317831814289093018e-01,-9.192850589752197266e-01,3.019821364432573318e-03,-1.082103117369115353e-03,-2.209744649007916451e-03
-3.966698944568634033e-01,-2.285110354423522949e-01,-8.785028457641601562e-01,3.121711313724517822e-03,1.295771216973662376e-04,-2.873136429116129875e-03
-4.431587457656860352e-01,-2.253389954566955566e-01,-8.343899846076965332e-01,2.492278115823864937e-03,1.357362139970064163e-03,-2.884698100388050079e-03
-4.875842034816741943e-01,-2.219081819057464600e-01,-7.871053814888000488e-01,1.335171284154057503e-03,2.188730053603649139e-03,-2.109712222591042519e-03
-5.297194123268127441e-01,-2.179911434650421143e-01,-7.368161082267761230e-01,1.258063275599852204e-05,2.444913610816001892e-03,-7.009851979091763496e-04
-5.693477392196655273e-01,-2.134425938129425049e-01,-6.837000250816345215e-01,-1.079637324437499046e-03,2.240727189928293228e-03,9.062485187314450741e-04
-6.062623262405395508e-01,-2.081717699766159058e-01,-6.279478669166564941e-01,-1.655297819525003433e-03,1.881888951174914837e-03,2.139464952051639557e-03
-6.402695775032043457e-01,-2.021258324384689331e-01,-5.697620511054992676e-01,-1.638700603507459164e-03,1.659983652643859386e-03,2.530349185690283775e-03
-6.711887717247009277e-01,-1.952797472476959229e-01,-5.093579292297363281e-01,-1.174054807052016258e-03,1.663270755670964718e-03,1.943396637216210365e-03
-6.988545656204223633e-01,-1.876296997070312500e-01,-4.469627141952514648e-01,-5.376322660595178604e-04,1.713752862997353077e-03,6.685893167741596699e-04
-7.231171131134033203e-01,-1.791884005069732666e-01,-3.828147351741790771e-01,2.303113888046937063e-06,1.470532151870429516e-03,-6.895327824167907238e-04
-7.438446283340454102e-01,-1.699815094470977783e-01,-3.171622753143310547e-01,3.036742273252457380e-04,6.453446694649755955e-04,-1.490482245571911335e-03
-7.609237432479858398e-01,-1.600461751222610474e-01,-2.502621710300445557e-01,3.859405114781111479e-04,-7.896667229942977428e-04,-1.372458995319902897e-03
-7.742600440979003906e-01,-1.494278907775878906e-01,-1.823790669441223145e-01,3.710534074343740940e-04,-2.522254362702369690e-03,-4.406506777741014957e-04
-7.837797999382019043e-01,-1.381799727678298950e-01,-1.137831509113311768e-01,3.744048008229583502e-04,-4.002563655376434326e-03,7.753425743430852890e-04
-7.894300222396850586e-01,-1.263615489006042480e-01,-4.474860802292823792e-02,4.179392708465456963e-04,-4.684528335928916931e-03,1.580851268954575062e-03
-7.911792397499084473e-01,-1.140359193086624146e-01,2.444759383797645569e-02,4.199592513032257557e-04,-4.286802373826503754e-03,1.462916960008442402e-03
-7.890171408653259277e-01,-1.012701317667961121e-01,9.352800250053405762e-02,2.648116787895560265e-04,-2.940123435109853745e-03,3.482111496850848198e-04
-7.829556465148925781e-01,-8.813293278217315674e-02,1.622164547443389893e-01,-9.625769598642364144e-05,-1.144216395914554596e-03,-1.356850960291922092e-03
-7.730274200439453125e-01,-7.469440996646881104e-02,2.302395105361938477e-01,-5.814548349007964134e-04,4.467012477107346058e-04,-2.958586206659674644e-03
-7.592866420745849609e-01,-6.102333962917327881e-02,2.973283529281616211e-01,-9.964668424800038338e-04,1.305394340306520462e-03,-3.798063378781080246e-03
-7.418078184127807617e-01,-4.718675091862678528e-02,3.632205724716186523e-01,-1.127504743635654449e-03,1.245098887011408806e-03,-3.541362471878528595e-03
-7.206851840019226074e-01,-3.324756398797035217e-02,4.276612102985382080e-01,-8.567690383642911911e-04,4.684127634391188622e-04,-2.303890185430645943e-03
-6.960317492485046387e-01,-1.926325634121894836e-02,4.904046654701232910e-01,-2.344857930438593030e-04,-5.600171862170100212e-04,-5.663096089847385883e-04
-6.679785847663879395e-01,-5.283004604279994965e-03,5.512153506278991699e-01,5.330216372385621071e-04,-1.342820934951305389e-03,1.057597924955189228e-03
-6.366730928421020508e-01,8.655547164380550385e-03,6.098689436912536621e-01,1.172780292108654976e-03,-1.564111211337149143e-03,2.079379279166460037e-03
-6.022782325744628906e-01,2.253008633852005005e-02,6.661533713340759277e-01,1.465058070607483387e-03,-1.190638053230941296e-03,2.303741406649351120e-03
-5.649713873863220215e-01,3.633995354175567627e-02,7.198687195777893066e-01,1.333765336312353611e-03,-4.285780305508524179e-04,1.847843173891305923e-03
-5.249426960945129395e-01,5.011472105979919434e-02,7.708278298377990723e-01,8.662025793455541134e-04,4.199390532448887825e-04,1.030128216370940208e-03
-4.823938906192779541e-01,6.392860412597656250e-02,8.188560605049133301e-01,2.583783934824168682e-04,1.112476573325693607e-03,2.012909244513139129e-04
-4.375372827053070068e-01,7.792255282402038574e-02,8.637897968292236328e-01,-2.825862902682274580e-04,1.553582493215799332e-03,-3.986094670835882425e-04
-3.905940949916839600e-01,9.234403818845748901e-02,9.054749608039855957e-01,-6.305702845565974712e-04,1.783074694685637951e-03,-7.013945141807198524e-04
-3.417936563491821289e-01,1.076187640428543091e-01,9.437621831893920898e-01,-7.853573188185691833e-04,1.894642831757664680e-03,-7.825094508007168770e-04
-2.913721501827239990e-01,1.244889199733734131e-01,9.784982800483703613e-01,-8.528258185833692551e-04,1.949492259882390499e-03,-7.769961375743150711e-04
-2.395713627338409424e-01,1.443032324314117432e-01,1.009507179260253906e+00,-9.717746288515627384e-04,1.941883820109069347e-03,-7.913795998319983482e-04
-1.866379678249359131e-01,1.696621328592300415e-01,1.036544322967529297e+00,-1.218589139170944691e-03,1.829050015658140182e-03,-8.538173278793692589e-04
-1.328223496675491333e-01,2.059287428855895996e-01,1.059176087379455566e+00,-1.519510755315423012e-03,1.577702118083834648e-03,-9.160432382486760616e-04
-7.837776839733123779e-02,2.642992436885833740e-01,1.076438665390014648e+00,-1.584719051606953144e-03,1.101050642319023609e-03,-8.850640151649713516e-04
-2.355950884521007538e-02,3.607031702995300293e-01,1.086058259010314941e+00,-1.126852119341492653e-03,-5.090714694233611226e-05,-6.512299878522753716e-04
3.137593716382980347e-02,4.787000417709350586e-01,1.084862351417541504e+00,-1.075811916962265968e-03,-1.744753448292613029e-03,-2.590233925729990005e-04
8.617174625396728516e-02,5.644637942314147949e-01,1.073380351066589355e+00,-1.828970038332045078e-03,-2.310423413291573524e-03,-3.232567905797623098e-05
1.405715197324752808e-01,6.130974292755126953e-01,1.054877638816833496e+00,-2.734847366809844971e-03,-1.862261677160859108e-03,-2.828835931723006070e-05
1.943201273679733276e-01,6.408271193504333496e-01,1.031285166740417480e+00,-3.535170806571841240e-03,-2.904002030845731497e-04,-1.045606913976371288e-04
2.471644878387451172e-01,6.573747396469116211e-01,1.003408551216125488e+00,-3.217813558876514435e-03,1.761531806550920010e-03,-1.225450105266645551e-04
2.988545298576354980e-01,6.673834323883056641e-01,9.716256260871887207e-01,-2.223052317276597023e-03,2.530483994632959366e-03,-8.119704034470487386e-06
3.491439819335937500e-01,6.731713414192199707e-01,9.361612200736999512e-01,-1.446826267056167126e-03,2.092764712870121002e-03,2.140856813639402390e-04
3.977914750576019287e-01,6.759986281394958496e-01,8.971847295761108398e-01,-9.527031215839087963e-04,1.144816051237285137e-03,4.304360772948712111e-04
4.445614516735076904e-01,6.766105890274047852e-01,8.548477888107299805e-01,-6.031657103449106216e-04,2.814550243783742189e-04,5.033200723119080067e-04
4.892252087593078613e-01,6.754838228225708008e-01,8.093006610870361328e-01,-3.131325647700577974e-04,-9.619797492632642388e-05,3.648701240308582783e-04
5.315620899200439453e-01,6.729468703269958496e-01,7.606990933418273926e-01,-9.141400369117036462e-05,1.247956970473751426e-04,8.704486390342935920e-05
5.713608860969543457e-01,6.692419052124023438e-01,7.092086672782897949e-01,-9.433473678654991090e-06,7.522717933170497417e-04,-1.206754022859968245e-04
6.084205508232116699e-01,6.645594239234924316e-01,6.550067663192749023e-01,-1.330684754066169262e-04,1.402543042786419392e-03,6.076240310903813224e-08
6.425520777702331543e-01,6.590580940246582031e-01,5.982825756072998047e-01,-4.571731842588633299e-04,1.703976071439683437e-03,6.169579573906958103e-04
6.735789775848388672e-01,6.528764367103576660e-01,5.392380356788635254e-01,-8.815495530143380165e-04,1.491481205448508263e-03,1.688495860435068607e-03
7.013396024703979492e-01,6.461401581764221191e-01,4.780873060226440430e-01,-1.244309823960065842e-03,8.917709346860647202e-04,2.937427721917629242e-03
7.256874442100524902e-01,-6.389691233634948730e-01,4.150560498237609863e-01,-1.395264524035155773e-03,2.536659594625234604e-04,3.945172764360904694e-03
7.464928030967712402e-01,-6.464678645133972168e-01,3.503810167312622070e-01,-1.268135732971131802e-03,-4.110553709324449301e-05,4.331471864134073257e-03
7.636439204216003418e-01,-6.541832089424133301e-01,2.843089103698730469e-01,-9.108518715947866440e-04,2.127199986716732383e-04,3.932490479201078415e-03
7.770475745201110840e-01,-6.620088815689086914e-01,2.170948982238769531e-01,-4.577761574182659388e-04,9.256458724848926067e-04,2.883248031139373779e-03
7.866305112838745117e-01,-6.698413491249084473e-01,1.490016728639602661e-01,-6.170917185954749584e-05,1.749915303662419319e-03,1.555622438900172710e-03
7.923398017883300781e-01,-6.775782108306884766e-01,8.029779791831970215e-02,1.742015010677278042e-04,2.252622740343213081e-03,3.788177855312824249e-04
